Date,Open,High,Low,Close,Adj Close,Volume
1999-11-02,14.002403,14.609031,13.966719,14.195097,8.145357,1781226
1999-11-03,14.344970,14.666126,14.273602,14.437748,8.284595,1854769
1999-11-04,14.616168,14.915914,14.437748,14.487706,8.313260,1758087
1999-11-05,14.844546,14.873093,14.394927,14.901640,8.550782,1202989
1999-11-08,14.394927,14.630442,14.202234,14.487706,8.313260,1465073
1999-11-09,14.416338,14.580484,14.330696,14.344970,8.231356,1368533
1999-11-10,14.452022,14.523390,14.152276,14.516253,8.329642,1489066
1999-11-11,14.344970,14.559074,14.344970,14.409201,8.268215,1335978
1999-11-12,14.452022,14.551937,14.344970,14.509116,8.325547,1896573
1999-11-15,14.466295,14.566210,14.230781,14.452022,8.292786,883635
1999-11-16,14.280738,14.344970,14.166550,14.416338,8.272309,1111598
1999-11-17,14.359243,14.687536,14.309286,14.273602,8.190405,2819013
1999-11-18,14.594758,14.594758,14.230781,14.487706,8.313260,1683464
1999-11-19,14.616168,15.294164,14.616168,14.273602,8.190405,5334186
1999-11-22,15.344122,15.344122,14.951598,15.272754,8.763733,1567371
1999-11-23,15.201386,15.344122,15.072923,15.201386,8.722782,1393254
1999-11-24,15.201386,15.879382,15.165702,15.287027,8.771923,3180343
1999-11-25,15.843698,16.357548,15.772330,15.808014,9.070874,2321018
1999-11-26,16.236221,16.378958,15.879382,16.271906,9.337063,1920507
1999-11-29,16.057802,16.236221,15.736646,16.193401,9.292014,1141219
1999-11-30,15.708099,15.772330,15.522542,15.915066,9.132301,1789972
1999-12-01,15.422627,16.378958,15.422627,15.700962,9.009444,1664570
1999-12-02,16.279043,16.378958,16.114897,16.286180,9.345252,2608593
1999-12-03,16.400368,16.878534,16.271906,16.307590,9.357536,3119408
1999-12-06,16.343273,16.414642,16.114897,16.307590,9.357536,1638706
1999-12-07,15.950750,16.336138,15.743783,15.915066,9.132301,1289667
1999-12-08,16.022118,16.057802,15.579636,16.236221,9.316585,2398051
1999-12-09,15.772330,15.772330,15.351259,15.700962,9.009444,1423997
1999-12-10,15.344122,15.486858,15.080060,15.358395,8.812876,1783398
1999-12-13,15.144291,15.536815,14.701810,15.344122,8.804686,1613291
1999-12-14,15.522542,16.193401,15.229933,15.344122,8.804686,2780979
1999-12-15,16.057802,16.557379,15.850835,16.057802,9.214207,2373992
1999-12-16,16.578789,17.520845,16.129169,16.514557,9.476296,4650856
1999-12-17,17.485163,17.913370,17.021271,17.520845,10.053720,4793916
1999-12-20,17.699266,17.856276,16.785755,17.842003,10.238007,1784656
1999-12-21,17.192553,17.770634,17.106913,16.857124,9.672869,1111013
1999-12-22,17.842003,17.842003,17.342426,17.770634,10.197054,708617
1999-12-23,17.520845,17.520845,16.535969,17.485163,10.033247,1004391
1999-12-24,17.485163,17.485163,17.485163,17.485163,10.033247,0
1999-12-27,17.128323,17.542255,16.771482,16.685841,9.574583,942101
1999-12-28,17.456615,17.485163,16.949902,17.456615,10.016865,594035
1999-12-29,17.128323,17.235374,16.914219,17.056953,9.787535,456085
1999-12-30,17.092638,17.128323,16.414642,16.914219,9.705630,486596
1999-12-31,16.914219,16.914219,16.914219,16.914219,9.705630,0
2000-01-03,17.449478,17.592215,16.378958,16.914219,9.705630,1534938
2000-01-04,16.692978,16.728661,16.057802,16.486010,9.459918,1733280
2000-01-05,16.122032,16.593061,15.479721,16.279043,9.341158,1761071
2000-01-06,16.057802,17.128323,16.057802,17.006996,9.758867,1606153
2000-01-07,16.785755,17.271057,16.271906,17.164005,9.848961,1605081
2000-01-10,17.413794,17.413794,16.707251,16.707251,9.586868,1613818
2000-01-11,16.493147,16.807165,16.493147,16.742935,9.607345,1004808
2000-01-12,16.557379,16.971312,16.414642,16.757208,9.615536,1301218
2000-01-13,16.450327,16.771482,16.378958,16.700113,9.582774,1024897
2000-01-14,16.414642,16.628746,15.772330,16.321863,9.365728,2008584
2000-01-17,16.093487,16.414642,15.808014,15.915066,9.132301,1799318
2000-01-18,15.993571,16.200539,15.629594,16.093487,9.234682,1728893
2000-01-19,15.986434,16.007845,15.501131,15.593910,8.948016,2255137
2000-01-20,15.629594,15.800877,15.022966,15.158565,8.698210,2540089
2000-01-21,15.201386,15.486858,15.072923,15.344122,8.804686,1295267
2000-01-24,15.351259,15.501131,14.773178,15.044376,8.632687,897390
2000-01-25,14.923051,15.122881,14.594758,14.687536,8.427926,1204082
2000-01-26,14.880230,15.308438,14.708946,15.308438,8.784209,1625340
2000-01-27,15.308438,15.558226,14.987282,15.308438,8.784209,1241393
2000-01-28,15.094334,15.750919,15.094334,15.415490,8.845638,1574412
2000-01-31,15.408353,15.479721,14.701810,15.108607,8.669544,1762255
2000-02-01,15.301301,15.451174,14.630442,14.830272,8.509830,1818718
2000-02-02,14.844546,14.880230,14.280738,14.537663,8.341926,1845611
2000-02-03,14.309286,14.587621,14.173686,14.559074,8.354215,2973658
2000-02-04,14.637578,14.723220,13.881078,14.095182,8.088024,1521876
2000-02-07,13.909625,14.273602,13.745478,14.273602,8.190405,1655111
2000-02-08,14.266465,14.751767,14.095182,14.095182,8.088024,2463403
2000-02-09,13.916762,14.352106,13.774026,13.881078,7.965169,1405118
2000-02-10,13.909625,14.452022,13.738342,14.452022,8.292786,1619905
2000-02-11,14.344970,14.523390,14.059498,14.380654,8.251833,2964571
2000-02-14,14.130866,14.380654,14.080908,14.202234,8.149452,1055956
2000-02-15,13.952446,14.344970,13.923898,14.059498,8.067548,1468146
2000-02-16,14.038087,14.773178,13.916762,14.651852,8.407452,2217664
2000-02-17,14.808862,15.736646,14.773178,15.501131,8.894780,3137712
2000-02-18,15.593910,15.736646,15.044376,15.308438,8.784209,2736022
2000-02-21,15.165702,15.629594,15.101471,15.201386,8.722782,1088360
2000-02-22,15.515405,16.236221,15.515405,16.122032,9.251060,4124227
2000-02-23,15.965023,16.621609,15.715235,16.621609,9.537724,3090514
2000-02-24,16.664431,16.664431,16.236221,16.578789,9.513156,2258841
2000-02-25,16.414642,16.757208,16.271906,16.650156,9.554107,2524851
2000-02-28,16.414642,16.486010,15.765193,16.200539,9.296110,1858851
2000-02-29,16.378958,16.628746,16.093487,16.607336,9.529537,1429265
2000-03-01,16.557379,16.628746,16.236221,16.514557,9.476296,1966455
2000-03-02,16.243359,16.486010,15.993571,16.414642,9.418966,1843789
2000-03-03,16.200539,16.692978,16.057802,16.557379,9.500871,1838678
2000-03-06,16.593061,16.785755,16.343273,16.450327,9.439443,1201259
2000-03-07,16.700113,16.700113,16.086349,16.557379,9.500871,1647934
2000-03-08,16.350410,16.357548,15.800877,16.307590,9.357536,1946308
2000-03-09,15.879382,16.057802,15.522542,15.715235,9.017634,1843926
2000-03-10,15.815151,16.300453,15.558226,15.915066,9.132301,947474
2000-03-13,15.915066,15.915066,15.915066,15.915066,9.132301,0
2000-03-14,15.950750,16.200539,15.700962,16.029255,9.197824,722954
2000-03-15,15.772330,16.414642,15.458311,15.736646,9.029921,1376333
2000-03-16,16.114897,16.671568,16.036390,16.550241,9.496775,1907068
2000-03-17,16.628746,16.907082,15.986434,16.771482,9.623727,20288791
2000-03-20,16.771482,16.771482,16.193401,16.193401,9.292014,1230893
2000-03-21,16.400368,16.728661,16.086349,16.414642,9.418966,1341784
2000-03-22,16.378958,16.771482,16.236221,16.764345,9.619629,1692810
2000-03-23,16.828575,17.121185,16.628746,16.792892,9.636010,1877783
2000-03-24,16.907082,16.949902,16.236221,16.279043,9.341158,1082941
2000-03-27,16.293316,16.764345,16.164854,16.628746,9.541822,802868
2000-03-28,16.450327,17.049816,16.450327,16.557379,9.500871,971586
2000-03-29,16.842850,17.128323,16.700113,16.878534,9.685155,1817403
2000-03-30,16.914219,16.914219,16.314728,16.557379,9.500871,933966
2000-03-31,16.321863,17.128323,16.321863,17.128323,9.828487,1322102
2000-04-03,17.092638,17.449478,16.771482,17.470888,10.025055,2130458
2000-04-04,17.499435,17.806318,17.235374,17.592215,10.094674,1745277
2000-04-05,17.485163,17.842003,17.092638,17.592215,10.094674,1602959
2000-04-06,17.592215,17.592215,16.807165,17.192553,9.865341,1002070
2000-04-07,17.056953,17.913370,17.021271,17.770634,10.197054,2187425
2000-04-10,17.884823,17.884823,17.092638,17.399521,9.984104,998897
2000-04-11,17.413794,17.556530,17.092638,17.249647,9.898106,871690
2000-04-12,17.271057,17.592215,16.985586,17.527983,10.057816,966049
2000-04-13,16.992723,17.734949,16.992723,17.485163,10.033247,1146835
2000-04-14,17.485163,17.485163,17.485163,17.485163,10.033247,0
2000-04-17,16.393232,16.807165,16.271906,16.486010,9.459918,2360819
2000-04-18,16.935629,16.935629,16.557379,16.657293,9.558201,1130240
2000-04-19,16.735798,16.871397,16.607336,16.771482,9.623727,980041
2000-04-20,16.657293,16.692978,16.214811,16.414642,9.418966,2169348
2000-04-21,16.414642,16.414642,16.414642,16.414642,9.418966,0
2000-04-24,16.414642,16.414642,16.414642,16.414642,9.418966,0
2000-04-25,16.550241,16.907082,16.343273,16.771482,9.623727,752393
2000-04-26,16.807165,16.949902,16.521694,16.835712,9.660583,532877
2000-04-27,16.914219,16.985586,16.186264,16.271906,9.337063,1181385
2000-04-28,16.478872,16.557379,16.150579,16.307590,9.357536,961853
2000-05-01,16.307590,16.307590,16.307590,16.307590,9.357536,0
2000-05-02,16.057802,16.771482,16.057802,16.600199,9.525441,788029
2000-05-03,16.628746,16.757208,16.414642,16.414642,9.418966,718942
2000-05-04,16.486010,16.807165,16.414642,16.600199,9.525441,845527
2000-05-05,16.942764,17.485163,16.792892,17.485163,10.033247,1667401
2000-05-08,17.485163,17.777771,17.299604,17.663582,10.135627,1077311
2000-05-09,17.663582,17.663582,17.663582,17.663582,10.135627,0
2000-05-10,17.863413,18.734102,17.734949,18.377262,10.545145,3160561
2000-05-11,18.412947,18.726965,17.999012,18.555681,10.647526,1538645
2000-05-12,18.555681,19.090942,18.163158,18.855429,10.819527,1649890
2000-05-15,18.919659,18.976753,18.619913,18.912521,10.852285,1390363
2000-05-16,18.983891,19.033848,18.627050,18.769787,10.770382,1283318
2000-05-17,18.591366,18.591366,18.063244,18.384399,10.549242,937377
2000-05-18,18.163158,18.912521,18.163158,18.591366,10.668001,1236140
2000-05-19,18.784060,19.269361,18.634188,18.941071,10.868667,1839153
2000-05-22,19.019573,19.019573,18.277348,18.769787,10.770382,956686
2000-05-23,18.841154,19.247952,18.384399,18.812607,10.794951,1112502
2000-05-24,18.555681,19.355003,18.484314,19.126625,10.975142,2245440
2000-05-25,19.269361,19.412098,18.334440,18.548546,10.643432,2442344
2000-05-26,18.412947,18.412947,17.527983,18.198841,10.442766,1143826
2000-05-29,18.198841,18.327305,17.863413,18.113201,10.393623,399056
2000-05-30,17.984737,18.263073,17.863413,18.191706,10.438673,800050
2000-05-31,18.305895,18.912521,18.277348,18.491451,10.610668,1397378
2000-06-01,18.912521,19.333593,18.420082,18.841154,10.811335,673615
2000-06-02,18.669870,18.983891,18.555681,18.912521,10.852285,837767
2000-06-05,18.983891,18.983891,18.370125,18.905386,10.848190,722909
2000-06-06,18.769787,19.269361,18.591366,18.976753,10.889141,1223619
2000-06-07,18.905386,18.969618,18.484314,18.662733,10.708953,856757
2000-06-08,18.662733,18.734102,17.877686,18.198841,10.442766,1582053
2000-06-09,18.341578,18.441492,18.034697,18.305895,10.504194,719959
2000-06-12,18.191706,18.384399,18.127474,18.170296,10.426386,302226
2000-06-13,17.877686,18.327305,17.877686,18.327305,10.516480,845343
2000-06-14,18.270210,18.270210,17.556530,17.663582,10.135627,1311954
2000-06-15,17.627897,17.763496,16.985586,17.342426,9.951342,2779176
2000-06-16,17.049816,17.456615,16.771482,16.771482,9.851745,10265254
2000-06-19,17.271057,17.734949,17.271057,17.520845,10.291927,1706972
2000-06-20,17.842003,18.241663,17.670719,18.241663,10.715343,1603494
2000-06-21,18.255938,18.412947,17.485163,17.485163,10.270967,1356438
2000-06-22,17.806318,17.842003,17.006996,17.006996,9.990088,870304
2000-06-23,17.235374,17.984737,17.071228,17.984737,10.564422,1200012
2000-06-26,17.949055,17.949055,17.128323,17.142595,10.069741,1149506
2000-06-27,17.406656,17.499435,17.128323,17.285332,10.153585,609874
2000-06-28,17.349564,17.842003,17.092638,17.842003,10.480577,1102613
2000-06-29,17.842003,18.020422,17.670719,17.699266,10.396733,1611537
2000-06-30,17.770634,17.770634,17.199690,17.278194,10.149392,1021788
2000-07-03,17.556530,17.870548,17.249647,17.770634,10.438654,1325170
2000-07-04,17.842003,18.056107,17.635035,17.856276,10.488962,921051
2000-07-05,17.984737,18.377262,17.949055,18.377262,10.794993,1259221
2000-07-06,18.198841,19.397825,17.999012,18.983891,11.151333,2012466
2000-07-07,18.983891,18.983891,18.983891,18.983891,11.151333,0
2000-07-10,19.183722,19.197994,18.677008,19.197994,11.277102,1001878
2000-07-11,18.998163,19.126625,18.377262,19.012438,11.168103,875373
2000-07-12,19.233679,19.233679,18.841154,19.197994,11.277102,1128020
2000-07-13,19.197994,19.197994,19.197994,19.197994,11.277102,0
2000-07-14,19.390688,19.469193,19.055258,19.347866,11.365137,1128282
2000-07-17,19.547697,19.547697,19.319321,19.383551,11.386098,1100767
2000-07-18,19.469193,19.469193,18.805470,19.126625,11.235178,763186
2000-07-19,19.183722,19.433510,18.998163,19.090942,11.214218,1320969
2000-07-20,19.069532,19.690434,19.062395,19.583382,11.503482,1660329
2000-07-21,19.069532,19.940222,19.305046,19.376413,11.381904,1683898
2000-07-24,19.412098,19.811760,18.933933,19.269361,11.319022,1762771
2000-07-25,19.340731,19.412098,19.219404,19.376413,11.381904,1208468
2000-07-26,19.376413,19.376413,18.705555,19.255089,11.310638,895113
2000-07-27,19.412098,19.433510,19.133762,19.305046,11.339984,815972
2000-07-28,19.376413,19.390688,18.983891,19.083805,11.210023,1148308
2000-07-31,19.233679,19.233679,18.919659,19.126625,11.235178,593460
2000-08-01,19.126625,19.126625,18.748377,18.976753,11.147140,708321
2000-08-02,19.055258,19.055258,18.698418,18.933933,11.121989,951814
2000-08-03,18.983891,19.162310,18.734102,19.162310,11.256140,1260056
2000-08-04,19.169447,19.697571,19.040985,19.462055,11.432215,1658699
2000-08-07,19.504877,19.626202,19.283636,19.483465,11.444789,631054
2000-08-08,19.347866,19.369278,18.213116,18.377262,10.794993,2595839
2000-08-09,18.448629,18.769787,18.063244,18.248800,10.719535,1524980
2000-08-10,18.341578,18.698418,18.106064,18.362989,10.786610,1136416
2000-08-11,18.098927,18.412947,17.299604,18.184568,10.681804,2466036
2000-08-14,18.305895,18.370125,17.913370,18.334440,10.769841,635185
2000-08-15,18.370125,18.698418,18.270210,18.698418,10.983644,842518
2000-08-16,18.505726,18.677008,18.056107,18.305895,10.753073,1219729
2000-08-17,18.448629,18.448629,17.913370,18.355852,10.782416,553808
2000-08-18,18.434357,18.434357,17.991875,18.305895,10.753073,623417
2000-08-21,18.277348,18.555681,17.849138,18.320168,10.761456,667816
2000-08-22,18.484314,18.562819,18.320168,18.555681,10.899799,912065
2000-08-23,18.734102,18.734102,17.635035,17.842003,10.480577,2167315
2000-08-24,17.877686,17.927645,17.542255,17.770634,10.438654,1642747
2000-08-25,17.770634,18.041834,17.485163,17.713539,10.405116,1117192
2000-08-28,17.799181,18.184568,17.699266,18.106064,10.635692,1049642
2000-08-29,18.305895,18.305895,17.884823,18.020422,10.585382,653846
2000-08-30,17.877686,18.106064,17.635035,17.777771,10.442846,900240
2000-08-31,17.806318,17.927645,17.635035,17.784908,10.447038,778895
2000-09-01,17.770634,17.956190,17.527983,17.713539,10.405116,685189
2000-09-04,17.570805,17.734949,16.842850,17.035543,10.006855,1699436
2000-09-05,16.949902,17.021271,16.393232,16.785755,9.860126,2788735
2000-09-06,16.878534,17.235374,16.771482,17.128323,10.061355,1733437
2000-09-07,17.199690,17.235374,16.286180,16.421780,9.646323,3002275
2000-09-08,16.471737,16.664431,16.321863,16.635883,9.772090,2104948
2000-09-11,16.807165,16.992723,16.486010,16.721523,9.822395,1098801
2000-09-12,16.707251,16.907082,16.528831,16.828575,9.885281,1344173
2000-09-13,16.828575,16.828575,16.828575,16.828575,9.885281,0
2000-09-14,16.486010,17.335289,16.414642,17.092638,10.040393,4420453
2000-09-15,17.235374,17.849138,17.056953,17.592215,10.333851,4587310
2000-09-18,17.492298,17.506573,16.707251,16.928492,9.943971,1240356
2000-09-19,16.807165,17.242512,16.585924,16.764345,9.847550,851080
2000-09-20,16.800030,17.006996,16.650156,16.849987,9.897859,979245
2000-09-21,16.949902,16.949902,15.201386,15.315575,8.996527,3388719
2000-09-22,15.165702,16.321863,15.165702,16.271906,9.558288,2765101
2000-09-25,16.657293,16.664431,15.857971,16.307590,9.579247,1533635
2000-09-26,16.307590,16.414642,15.993571,16.336138,9.596017,1320744
2000-09-27,16.064939,16.371820,15.886519,16.164854,9.495402,1002935
2000-09-28,16.007845,16.707251,15.900792,16.707251,9.814012,975759
2000-09-29,16.528831,16.957039,16.414642,16.764345,9.847550,1016229
2000-10-02,16.700113,17.156870,16.593061,17.028406,10.002662,1036437
2000-10-03,17.028406,17.028406,17.028406,17.028406,10.002662,0
2000-10-04,17.313879,17.335289,16.314728,16.571651,9.734361,1795378
2000-10-05,16.436052,16.700113,16.200539,16.521694,9.705015,1056568
2000-10-06,16.371820,16.571651,15.808014,15.915066,9.348675,1496028
2000-10-09,15.879382,16.129169,15.436900,15.822287,9.294175,1205519
2000-10-10,15.779467,16.236221,15.779467,16.093487,9.453482,1258554
2000-10-11,16.064939,16.229086,15.622457,15.957887,9.373829,1207989
2000-10-12,16.243359,16.243359,15.344122,15.601047,9.164216,1445646
2000-10-13,15.601047,15.601047,15.601047,15.601047,9.164216,0
2000-10-16,15.601047,15.601047,15.601047,15.601047,9.164216,0
2000-10-17,15.601047,15.601047,15.601047,15.601047,9.164216,0
2000-10-18,15.601047,15.601047,15.601047,15.601047,9.164216,0
2000-10-19,15.601047,15.601047,15.601047,15.601047,9.164216,0
2000-10-20,15.601047,15.601047,15.601047,15.601047,9.164216,0
2000-10-23,15.237070,15.451174,14.880230,15.130018,8.887530,1533622
2000-10-24,15.130018,15.130018,15.130018,15.130018,8.887530,0
2000-10-25,15.665278,16.072075,15.593910,15.686688,9.214524,1248508
2000-10-26,15.772330,15.772330,15.344122,15.629594,9.180985,1152327
2000-10-27,15.700962,15.700962,15.415490,15.629594,9.180985,854857
2000-10-30,15.700962,16.050665,15.501131,15.950750,9.369636,3135762
2000-10-31,15.950750,15.950750,15.950750,15.950750,9.369636,0
2000-11-01,16.700113,16.864260,16.593061,16.700113,9.809821,1768552
2000-11-02,16.842850,17.106913,16.607336,16.835712,9.889473,3596493
2000-11-03,16.907082,16.935629,16.614471,16.700113,9.809821,1121948
2000-11-06,16.771482,16.807165,16.571651,16.664431,9.788860,861243
2000-11-07,16.628746,17.171143,16.578789,16.935629,9.948165,3704980
2000-11-08,16.921354,17.313879,16.921354,16.992723,9.981701,2345238
2000-11-09,17.056953,17.406656,16.999861,17.164005,10.082314,2829594
2000-11-10,17.328152,17.877686,16.914219,17.085501,10.036201,3078708
2000-11-13,16.985586,17.356701,16.828575,17.213964,10.111663,1175968
2000-11-14,17.213964,17.213964,17.213964,17.213964,10.111663,0
2000-11-15,17.342426,18.248800,17.028406,17.913370,10.522500,5210876
2000-11-16,18.084654,18.284485,17.706404,17.820593,10.467999,2713972
2000-11-17,17.720676,18.519999,17.720676,18.148886,10.660844,2767968
2000-11-20,18.020422,18.362989,17.520845,17.770634,10.438654,1623026
2000-11-21,17.949055,18.056107,17.142595,17.663582,10.375772,2113840
2000-11-22,17.520845,17.941917,17.506573,17.734949,10.417694,1355817
2000-11-23,17.734949,17.770634,17.142595,17.506573,10.283541,1728137
2000-11-24,17.485163,17.870548,17.249647,17.663582,10.375772,1865784
2000-11-27,17.842003,18.562819,17.720676,18.177431,10.677611,1915055
2000-11-28,18.341578,18.627050,18.177431,18.313030,10.757264,1831820
2000-11-29,18.234526,18.484314,17.991875,18.270210,10.732111,1271468
2000-11-30,18.077517,18.270210,17.292467,17.442341,10.245812,2374591
2000-12-01,17.663582,17.692129,17.128323,17.363836,10.199697,2616769
2000-12-04,17.199690,17.870548,17.199690,17.378111,10.208083,2074666
2000-12-05,17.556530,18.120337,17.485163,17.849138,10.484769,2142768
2000-12-06,17.913370,18.377262,17.913370,18.020422,10.585382,2536915
2000-12-07,18.020422,18.091789,17.649309,17.856276,10.488962,2306938
2000-12-08,17.627897,18.048969,17.556530,17.849138,10.484769,1890348
2000-12-11,17.842003,18.041834,17.720676,17.842003,10.480577,1162558
2000-12-12,17.977600,18.519999,17.770634,18.198841,10.690188,1727837
2000-12-13,18.412947,18.484314,18.056107,18.056107,10.606343,936994
2000-12-14,18.305895,18.448629,17.770634,17.863413,10.493155,1490992
2000-12-15,17.749224,18.198841,17.734949,17.770634,10.438654,2779524
2000-12-18,18.056107,18.612778,17.949055,18.555681,10.899799,1735965
2000-12-19,18.648460,19.219404,18.020422,18.912521,11.109411,1973173
2000-12-20,18.983891,19.255089,18.056107,18.776922,11.029760,2857071
2000-12-21,18.555681,19.148037,18.420082,19.019573,11.172297,2123832
2000-12-22,18.912521,18.976753,18.163158,18.355852,10.782416,1111751
2000-12-25,18.355852,18.355852,18.355852,18.355852,10.782416,0
2000-12-26,18.355852,18.355852,18.355852,18.355852,10.782416,0
2000-12-27,18.434357,19.162310,18.427219,18.876839,11.088450,1058980
2000-12-28,19.069532,19.098080,18.684145,18.805470,11.046527,880636
2000-12-29,19.190859,19.590519,18.698418,19.590519,11.507673,845553
2001-01-01,19.590519,19.590519,19.590519,19.590519,11.507673,0
2001-01-02,19.626202,19.626202,18.705555,18.876839,11.088450,1339509
2001-01-03,18.684145,18.841154,18.056107,18.819744,11.054914,1163292
2001-01-04,18.919659,19.412098,18.205978,19.112352,11.226792,1854746
2001-01-05,19.112352,19.112352,19.112352,19.112352,11.226792,0
2001-01-08,18.341578,18.883974,18.184568,18.883974,11.092643,1353687
2001-01-09,18.983891,19.340731,18.484314,19.340731,11.360945,2603072
2001-01-10,19.119490,19.140900,18.327305,18.555681,10.899799,2067895
2001-01-11,18.669870,18.669870,17.527983,18.056107,10.606343,2823431
2001-01-12,17.849138,18.412947,17.627897,18.127474,10.648267,1912162
2001-01-15,18.127474,18.255938,17.742086,17.984737,10.564422,789310
2001-01-16,17.913370,18.462904,17.577942,18.270210,10.732111,1540251
2001-01-17,18.270210,18.519999,17.627897,18.127474,10.648267,1569298
2001-01-18,17.927645,18.098927,17.156870,17.592215,10.333851,2123035
2001-01-19,17.670719,18.056107,17.356701,17.913370,10.522500,2282630
2001-01-22,17.913370,18.412947,17.827728,18.184568,10.681804,1171957
2001-01-23,18.198841,18.277348,17.599352,18.120337,10.644074,1366253
2001-01-24,18.084654,18.177431,17.849138,17.920507,10.526692,971515
2001-01-25,18.113201,18.113201,17.699266,17.949055,10.543461,1539814
2001-01-26,17.813456,17.927645,17.292467,17.684994,10.388349,1825829
2001-01-29,17.684994,17.684994,17.149733,17.542255,10.304502,1767857
2001-01-30,17.485163,17.834866,17.278194,17.585077,10.329659,1975443
2001-01-31,17.556530,17.770634,17.378111,17.770634,10.438654,2943783
2001-02-01,17.449478,18.883974,17.449478,18.427219,10.824340,4659803
2001-02-02,18.484314,18.741240,18.220253,18.519999,10.878839,1541728
2001-02-05,18.341578,18.555681,18.020422,18.020422,10.585382,1518795
2001-02-06,18.163158,18.662733,18.163158,18.412947,10.815954,1838012
2001-02-07,18.241663,18.519999,18.241663,18.377262,10.794993,2086158
2001-02-08,18.270210,18.462904,18.134611,18.270210,10.732111,1264356
2001-02-09,18.127474,18.270210,18.020422,18.084654,10.623113,1291518
2001-02-12,18.056107,18.177431,17.613625,17.842003,10.480577,1535316
2001-02-13,17.834866,17.877686,17.663582,17.727814,10.413504,1466825
2001-02-14,17.670719,17.899097,17.613625,17.784908,10.447038,779108
2001-02-15,17.784908,17.784908,17.784908,17.784908,10.447038,0
2001-02-16,17.713539,17.906233,17.692129,17.692129,10.392542,2114915
2001-02-19,17.770634,17.842003,17.342426,17.456615,10.254197,1477079
2001-02-20,17.520845,17.556530,17.128323,17.449478,10.250005,1340998
2001-02-21,17.406656,17.406656,16.628746,16.871397,9.910434,1807868
2001-02-22,16.707251,17.064091,16.621609,16.778620,9.855935,2695697
2001-02-23,16.914219,17.128323,16.593061,16.657293,9.784665,1515208
2001-02-26,16.650156,16.878534,16.628746,16.700113,9.809821,560206
2001-02-27,16.678703,16.914219,16.593061,16.607336,9.755322,1487865
2001-02-28,16.728661,16.728661,16.129169,16.414642,9.642131,1884276
2001-03-01,16.407505,16.407505,15.658141,15.929339,9.357059,2184829
2001-03-02,15.986434,15.986434,15.629594,15.879382,9.327713,1769727
2001-03-05,15.979297,16.643021,15.879382,16.464600,9.671476,1715515
2001-03-06,16.700113,16.771482,16.478872,16.557379,9.725976,1753079
2001-03-07,16.628746,16.914219,16.271906,16.371820,9.616977,1168204
2001-03-08,16.535969,16.842850,16.243359,16.271906,9.558288,1171009
2001-03-09,16.457462,16.835712,16.457462,16.771482,9.851745,1343026
2001-03-12,16.700113,16.907082,16.543104,16.685841,9.801435,1034633
2001-03-13,16.600199,16.800030,15.986434,16.014980,9.407366,1819257
2001-03-14,16.064939,16.371820,15.258480,15.700962,9.222907,2467108
2001-03-15,15.700962,15.915066,15.565363,15.708099,9.227101,1474586
2001-03-16,15.772330,15.893655,15.336985,15.536815,9.126487,13565004
2001-03-19,15.543952,15.665278,14.915914,15.279891,8.975566,1666509
2001-03-20,15.322711,15.965023,15.279891,15.915066,9.348675,1761170
2001-03-21,15.636731,16.043528,15.558226,15.558226,9.139062,1768952
2001-03-22,15.444037,15.672415,14.380654,14.751767,8.665341,2455701
2001-03-23,14.530526,14.837409,13.838257,14.837409,8.715649,4983790
2001-03-26,14.965871,14.987282,14.223644,14.630442,8.594073,2466669
2001-03-27,14.295012,14.951598,14.195097,14.830272,8.711454,2507093
2001-03-28,14.908777,15.244207,14.701810,15.058650,8.845608,2278635
2001-03-29,14.994419,15.665278,14.915914,15.486858,9.097143,1557661
2001-03-30,15.486858,15.493995,14.808862,14.987282,8.803686,1914120
2001-04-02,15.001555,15.058650,14.166550,14.309286,8.405424,2697639
2001-04-03,14.202234,14.387790,13.495690,14.130866,8.300617,4352677
2001-04-04,13.916762,14.216507,13.681247,13.959582,8.200003,1791725
2001-04-05,14.166550,14.501979,13.959582,14.394927,8.455729,1609546
2001-04-06,14.509116,14.580484,13.938172,14.023814,8.237734,1507702
2001-04-09,13.980993,14.416338,13.959582,14.209370,8.346731,1240180
2001-04-10,14.002403,14.501979,14.002403,14.102318,8.283849,1902149
2001-04-11,14.323559,14.844546,14.059498,14.644715,8.602458,2097778
2001-04-12,14.623305,15.044376,14.487706,14.987282,8.803686,1957276
2001-04-13,14.987282,14.987282,14.987282,14.987282,8.803686,0
2001-04-16,14.987282,14.987282,14.987282,14.987282,8.803686,0
2001-04-17,14.880230,14.880230,14.509116,14.708946,8.640187,1585494
2001-04-18,14.716083,15.515405,14.716083,15.272754,8.971375,2554332
2001-04-19,15.479721,15.479721,15.108607,15.379806,9.034256,2220430
2001-04-20,15.379806,15.872245,15.244207,15.636731,9.185178,2475666
2001-04-23,15.572499,15.758056,15.308438,15.700962,9.222907,689472
2001-04-24,15.693825,15.915066,15.565363,15.572499,9.147448,841336
2001-04-25,15.565363,15.900792,15.058650,15.308438,8.992335,2521254
2001-04-26,15.465447,15.493995,15.058650,15.101471,8.870760,1378064
2001-04-27,14.237918,14.958735,13.988130,14.915914,8.761762,6085147
2001-04-30,14.987282,15.558226,14.965871,15.415490,9.055219,1611364
2001-05-01,15.415490,15.415490,15.415490,15.415490,9.055219,0
